EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
UMB BANK NA,CLOUD & AUTOMATION ENGINEER II,"115,918","FRISCO, TX",11/18/2022,11/18/2022
NEXWAVE TALENT MANAGEMENT SOLUTIONS LLC,CLOUD & BIG DATA ARCHITECT,"101,754","NEW YORK, NY",05/17/2022,10/01/2022
DIGIXFORM INC,CLOUD & DEVOPS ENGINEER,"86,819","DULLES, VA",12/13/2022,12/27/2022
NATEN LLC,CLOUD & DEVOPS ENGINEER,"89,565","PLANO, TX",06/05/2022,10/01/2022
NGS INFONET INC,CLOUD & INFOSEC CONSULTANT,"105,000","STERLING, VA",06/09/2022,10/01/2022
POLAKAMS LLC,CLOUD & KUBERNETES DEVELOPER,"105,000","EXTON, PA",06/06/2022,10/01/2022
PROINF LLC,CLOUD & MOBILE APPLICATION DEVELOPER,"95,000","BOLINGBROOK, IL",05/20/2022,05/30/2022
UNIQUE SYSTEM SKILLS LLC,CLOUD ADMIN,"90,000","WOBURN, MA",06/04/2022,10/01/2022
COMPUTACT SYSTEMS INC,CLOUD ADMINISTRATOR,"73,940","SCHAUMBURG, IL",05/20/2022,10/01/2022
COMPUTACT SYSTEMS INC,CLOUD ADMINISTRATOR,"73,940","SCHAUMBURG, IL",05/20/2022,10/01/2022
TEKDELITE LLC,CLOUD ADMINISTRATOR,"72,384","LANSING, MI",05/02/2022,10/01/2022
CYMA SYSTEMS INC,CLOUD ADMINISTRATOR,"80,000","MANCHESTER, CT",05/24/2022,10/01/2022
DISCOVERY ANALYTICS INC,CLOUD ADMINISTRATOR,"88,000","ALPHARETTA, GA",06/03/2022,10/01/2022
COMPUTACT SYSTEMS INC,CLOUD ADMINISTRATOR,"90,813","SCHAUMBURG, IL",06/09/2022,10/01/2022
PROLIFIC TECHNOLOGIES INC,CLOUD ADMINISTRATOR,"91,166","CUMMING, GA",05/30/2022,10/01/2022
PROLIFIC TECHNOLOGIES INC,CLOUD ADMINISTRATOR,"91,166","ALPHARETTA, GA",06/11/2022,10/01/2022
INFORMATION TECHNOLOGY AND MANAGEMENT C,CLOUD ADMINISTRATOR,"101,130","TAMPA, FL",05/27/2022,10/01/2022
LANDUS COOPERATIVE,"CLOUD ADMINISTRATOR, NETWORKS INTERMEDI","73,008","DES MOINES, IA",08/04/2022,09/01/2022
ACCENTURE LLP,CLOUD ADVISORY ASSOCIATE MANAGER,"149,754","NEW YORK, NY",01/25/2022,02/02/2022
ACCENTURE LLP,CLOUD ADVISORY CONSULTANT,"83,800","JERSEY CITY, NJ",01/04/2022,01/06/2022
ACCENTURE LLP,CLOUD ADVISORY CONSULTANT,"83,800","NORTH QUINCY, MA",01/04/2022,01/06/2022
ACCENTURE LLP,CLOUD ADVISORY CONSULTANT,"111,000","MINNEAPOLIS, MN",05/16/2022,10/01/2022
ACCENTURE LLP,CLOUD ADVISORY CONSULTANT,"118,000","ATLANTA, GA",12/19/2022,12/26/2022
ACCENTURE LLP,CLOUD ADVISORY CONSULTANT,"118,000","NASHVILLE, TN",12/19/2022,12/26/2022
CYMA SYSTEMS INC,CLOUD AMDMINISTRATOR,"80,000","MANCHESTER, CT",05/24/2022,10/01/2022
CYMA SYSTEMS INC,CLOUD AMDMINISTRATOR,"84,781","MANCHESTER, CT",05/13/2022,10/01/2022
CYMA SYSTEMS INC,CLOUD AMDMINISTRATOR,"85,000","MANCHESTER, CT",05/24/2022,10/01/2022
DATANORMUS LLC,CLOUD ANALYST,"91,045","RESTON, VA",04/11/2022,04/18/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"95,000","INDIANAPOLIS, IN",05/31/2022,06/08/2022
VIRTUSA CONSULTING SERVICES PVT LTD,CLOUD ANALYST 2,"100,037","COLUMBUS, OH",01/21/2022,01/31/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"104,275","SMITHFIELD, RI",08/09/2022,08/15/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"115,000","NEW YORK, NY",01/12/2022,01/24/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"119,000","NEW YORK, NY",02/01/2022,02/08/2022
VIRTUSA CONSULTING SERVICES PVT LTD,CLOUD ANALYST 2,"120,000","PITTSBURGH, PA",04/18/2022,04/25/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"120,000","PITTSBURGH, PA",04/18/2022,04/25/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"120,000","PLANO, TX",06/09/2022,06/20/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"121,000","BALTIMORE, MD",10/14/2022,10/23/2022
VIRTUSA CONSULTING SERVICES PVT LTD,CLOUD ANALYST 2,"122,236","TAMPA, FL",06/30/2022,07/11/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"135,000","ROYERSFORD, PA",01/11/2022,01/19/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"135,000","ALPHARETTA, GA",01/18/2022,01/25/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"145,000","LEBANON, NJ",09/14/2022,09/26/2022
VIRTUSA CORPORATION,CLOUD ANALYST 2,"155,000","HILLSBOROUGH, NJ",09/19/2022,09/28/2022
VIRTUSA CORPORATION,CLOUD ANALYST 3,"103,126","IRVING, TX",05/26/2022,10/01/2022
VIRTUSA CORPORATION,CLOUD ANALYST 3,"114,483","JERSEY CITY, NJ",05/28/2022,10/01/2022
VIRTUSA CORPORATION,CLOUD ANALYST 3,"117,042","NEW YORK, NY",10/13/2022,10/21/2022
VIRTUSA CORPORATION,CLOUD ANALYST 3,"130,000","COLUMBUS, OH",06/14/2022,06/27/2022
VIRTUSA CORPORATION,CLOUD ANALYST 3,"134,550","COLUMBUS, OH",09/28/2022,10/06/2022
CONOCOPHILLIPS COMPANY,CLOUD ANALYTICS PLATFORM SR. ENGINEER,"135,760","BARTLESVILLE, TX",09/23/2022,01/23/2023
TRANE TECHNOLOGIES COMPANY LLC,CLOUD AND DATA ARCHITECT,"145,579","BLOOMINGTON, MN",01/18/2022,07/17/2022
SPRUCE TECHNOLOGY INC,CLOUD AND DEVOPS ENGINEER,"102,000","NEW YORK, NY",05/20/2022,10/01/2022
NGS INFONET INC,CLOUD AND INFOSEC CONSULTANT,"110,000","STERLING, VA",06/09/2022,10/01/2022
POLAKAMS LLC,CLOUD AND KUBERNETES CONSULTANT,"105,000","EXTON, PA",06/06/2022,10/01/2022
OPTUM SERVICES INC,CLOUD AND MIDDLEWARE TECHNICAL LEAD,"124,883","COLMAR, PA",04/13/2022,10/10/2022
PROINF LLC,CLOUD AND MOBILE APPLICATION DEVELOPER,"95,000","DURHAM, NC",05/19/2022,09/25/2022
PROINF LLC,CLOUD AND MOBILE APPLICATION DEVELOPER,"95,000","DURHAM, NC",06/19/2022,09/25/2022
NAZTEC INTERNATIONAL GROUP LLC,CLOUD AND VIRTUALIZATION SYSTEM ADMINIS,"87,859","NEW YORK, NY",04/19/2022,09/10/2022
NAZTEC INTERNATIONAL GROUP LLC,CLOUD AND VIRTUALIZATION SYSTEM ADMINIS,"87,859","JERSEY CITY, NJ",05/10/2022,09/10/2022
AMERICAN IT MINDS INC,CLOUD API DEVELOPER,"101,754","DAYTON, NJ",06/16/2022,10/01/2022
ADALITEK GROUP LLC,CLOUD APP ARCHITECT,"94,037","RICHARDSON, TX",06/06/2022,06/05/2022
HEALTHEDGE SOFTWARE INC,CLOUD APP ENGINEER,"112,200","INDIANAPOLIS, IN",08/08/2022,08/15/2022
INTERNATIONAL BUSINESS MACHINES CORPORA,CLOUD APPLICATION ARCHITECT,"132,349","DALLAS, TX",11/14/2022,02/04/2023
INTERNATIONAL BUSINESS MACHINES CORPORA,CLOUD APPLICATION ARCHITECT,"132,349","DALLAS, TX",10/26/2022,02/04/2023
INTERNATIONAL BUSINESS MACHINES CORPORA,CLOUD APPLICATION ARCHITECT,"132,349","DALLAS, TX",10/25/2022,02/04/2023
FREEDOM MORTGAGE CORPORATION,CLOUD APPLICATION ARCHITECT,"142,000","HUNTERSVILLE, NC",10/04/2022,10/10/2022
FREEDOM MORTGAGE CORPORATION,CLOUD APPLICATION ARCHITECT,"142,000","HERNDON, VA",01/25/2022,02/14/2022
FREEDOM MORTGAGE CORPORATION,CLOUD APPLICATION ARCHITECT,"170,000","JERSEY CITY, NJ",01/10/2022,02/07/2022
ARCHWELL ESSENTIALS LLC,CLOUD APPLICATION ARCHITECT IT ENTERPRI,"137,000","IRVING, TX",12/15/2022,01/01/2023
ARCHWELL ESSENTIALS LLC,CLOUD APPLICATION ARCHITECT IT ENTERPRI,"142,000","HUNTERSVILLE, NC",12/22/2022,01/01/2023
ARCHWELL ESSENTIALS LLC,CLOUD APPLICATION ARCHITECT IT ENTERPRI,"142,000","HERNDON, VA",12/15/2022,01/01/2023
GOOD ONE IT SOLUTIONS INC,CLOUD APPLICATION DEVELOPER,"80,080","BENTONVILLE, AR",06/20/2022,10/01/2022
IBM CORPORATION,CLOUD APPLICATION DEVELOPER,"85,860","ATLANTA, GA",05/10/2022,05/16/2022
CORPTEQ SOLUTIONS INC,CLOUD APPLICATION DEVELOPER,"87,485","CUMMING, GA",05/16/2022,09/01/2022
ALLPRO CONSULTING LLC,CLOUD APPLICATION DEVELOPER,"92,690","KATY, TX",05/20/2022,05/23/2022
ALLPRO CONSULTING LLC,CLOUD APPLICATION DEVELOPER,"92,690","KATY, TX",05/20/2022,05/23/2022
CONFLUX SYSTEMS INC,CLOUD APPLICATION DEVELOPER,"94,037","PLANO, TX",01/13/2022,01/21/2022
VIRAT SOLUTIONS INC,CLOUD APPLICATION DEVELOPER,"98,550","VIENNA, VA",04/13/2022,10/01/2022
ISOLVERS INC,CLOUD APPLICATION DEVELOPER,"99,000","STERLING, VA",06/01/2022,10/01/2022
CORPTEQ SOLUTIONS INC,CLOUD APPLICATION DEVELOPER,"105,040","CUMMING, GA",05/16/2022,10/01/2022
ZIRLEN TECHNOLOGIES INC,CLOUD APPLICATION DEVELOPER,"113,200","HOUSTON, TX",11/04/2022,04/27/2023
CLOUDWAVE INC,CLOUD APPLICATION DEVELOPER,"115,000","DALLAS, TX",10/03/2022,02/11/2023
CLOUDWAVE INC,CLOUD APPLICATION DEVELOPER,"123,000","FREMONT, CA",06/16/2022,06/16/2022
XCEL LIFE SCIENCES LLC,CLOUD APPLICATION ENGINEER,"90,397","LISLE, IL",06/16/2022,10/01/2022
XCEL LIFE SCIENCES LLC,CLOUD APPLICATION ENGINEER,"90,397","LISLE, IL",06/16/2022,10/01/2022
INSURANCE SERVICES OFFICE INC,CLOUD APPLICATION ENGINEER,"115,000","JERSEY CITY, NJ",03/03/2022,09/01/2022
BLOCK INC,CLOUD APPLICATION ENGINEER,"180,000","SAN FRANCISCO, CA",12/09/2022,12/26/2022
GENOME INTERNATIONAL CORPORATION,CLOUD APPLICATIONS CONSULTANT,"98,904","MCKINNEY, TX",11/15/2022,12/12/2022
GENOME INTERNATIONAL CORPORATION,CLOUD APPLICATIONS COSULTANT,"98,904","MCKINNEY, TX",11/15/2022,12/12/2022
CONFLUX SYSTEMS INC,CLOUD APPLICATIONS SYSTEMS ENGINEER,"94,037","PLANO, TX",01/28/2022,02/08/2022
GINE TECH LABS LLC,CLOUD ARCHITECT,"90,000","NEWARK, DE",03/02/2022,03/14/2022
EATEAM INC,CLOUD ARCHITECT,"90,420","WESTLAKE, TX",04/04/2022,04/04/2022
NIVID INFOTECH INC,CLOUD ARCHITECT,"96,000","STERLING, VA",02/14/2022,03/01/2022
LUCID TECHNOLOGY INC,CLOUD ARCHITECT,"125,860","MILPITAS, CA",06/16/2022,10/01/2022
URSI TECHNOLOGIES INC,CLOUD ARCHITECT,"71,000","ALPHARETTA, GA",05/08/2022,10/01/2022
URSI TECHNOLOGIES INC,CLOUD ARCHITECT,"71,000","ALPHARETTA, GA",05/08/2022,10/01/2022
URSI TECHNOLOGIES INC,CLOUD ARCHITECT,"71,000","ALPHARETTA, GA",05/08/2022,10/01/2022
SARK TECHNOLOGY SOLUTIONS LLC,CLOUD ARCHITECT,"76,000","ORLANDO, FL",05/20/2022,10/01/2022
S&R IT INC,CLOUD ARCHITECT,"77,022","IRVING, TX",05/31/2022,06/13/2022
KHOJ INFORMATION TECHNOLOGY INC,CLOUD ARCHITECT,"80,000","RAMSEY, NJ",06/17/2022,10/01/2022
SARK TECHNOLOGY SOLUTIONS LLC,CLOUD ARCHITECT,"88,000","ATLANTA, GA",05/23/2022,10/01/2022
AMERICAN IT SOLUTIONS INC,CLOUD ARCHITECT,"90,000","DETROIT, MI",10/21/2022,10/31/2022
AMERICAN IT SOLUTIONS INC,CLOUD ARCHITECT,"90,000","DETROIT, MI",10/21/2022,10/31/2022
NEOSIS IT SOLUTIONS LLC,CLOUD ARCHITECT,"90,397","SKOKIE, IL",06/01/2022,06/15/2022
LAMBDA SOFTWARE SERVICES,CLOUD ARCHITECT,"93,000","SPRING, TX",05/20/2022,10/01/2022
LAMBDA SOFTWARE SERVICES,CLOUD ARCHITECT,"93,000","SPRING, TX",05/30/2022,10/01/2022
LAMBDA SOFTWARE SERVICES LLC,CLOUD ARCHITECT,"93,000","SPRING, TX",05/30/2022,10/01/2022
LAMBDA SOFTWARE SERVICES LLC,CLOUD ARCHITECT,"93,000","SPRING, TX",05/30/2022,10/01/2022
RSA TECH GROUP LLC,CLOUD ARCHITECT,"94,037","LITTLE ELM, TX",06/02/2022,10/01/2022
UNICON SYSTEMS INC,CLOUD ARCHITECT,"94,037","FARMERS BRANCH, TX",06/09/2022,10/01/2022
CLOUD REVOLUTE INC,CLOUD ARCHITECT,"95,000","FARMERS BRANCH, TX",12/07/2022,12/12/2022
HIGH Q INC,CLOUD ARCHITECT,"95,000","RESTON, VA",08/29/2022,10/01/2022
BHRIGUS INC,CLOUD ARCHITECT,"95,139","PHOENIX, AZ",12/14/2022,12/14/2022
GURUCUL SOLUTIONS LLC,CLOUD ARCHITECT,"95,347","EL SEGUNDO, CA",09/13/2022,09/21/2022
SPRUCE INFOTECH INC,CLOUD ARCHITECT,"98,500","EXTON, PA",05/10/2022,05/18/2022
COVETIT INC,CLOUD ARCHITECT,"99,091","FREMONT, CA",06/21/2022,07/01/2022
ABRIDGE INFO SYSTEMS INC,CLOUD ARCHITECT,"100,000","CHELMSFORD, MA",11/08/2022,12/05/2022
MYTHRI CONSULTING LLC,CLOUD ARCHITECT,"100,000","CHARLOTTE, NC",03/25/2022,04/01/2022
NORTECH NORTH AMERICA INC,CLOUD ARCHITECT,"100,000","RESTON, VA",06/01/2022,10/01/2022
SEARCE INC,CLOUD ARCHITECT,"100,000","HOUSTON, TX",06/17/2022,10/01/2022
IBM CORPORATION,CLOUD ARCHITECT,"100,224","MONROE, LA",04/22/2022,04/28/2022
AMERICAN IT MINDS INC,CLOUD ARCHITECT,"101,754","DAYTON, NJ",03/15/2022,04/01/2022
AMERICAN IT MINDS INC,CLOUD ARCHITECT,"101,754","DAYTON, NJ",02/28/2022,04/01/2022
AMERICAN IT MINDS INC,CLOUD ARCHITECT,"101,754","DAYTON, NJ",02/28/2022,04/01/2022
A4G SOLUTIONS LLC,CLOUD ARCHITECT,"101,754","MONMOUTH JN,, NJ",05/19/2022,10/01/2022
A4G SOLUTIONS LLC,CLOUD ARCHITECT,"101,754","MONMOUTH JN,, NJ",05/24/2022,10/01/2022
HANA E SOLUTIONS INC,CLOUD ARCHITECT,"103,000","FOLSOM, CA",05/30/2022,10/01/2022
INFOTECH PRISM LLC,CLOUD ARCHITECT,"103,771","ALPHARETTA, GA",10/11/2022,10/19/2022
TOPSYS IT SOLUTIONS LLC,CLOUD ARCHITECT,"105,040","ALPHARETTA, GA",06/18/2022,10/01/2022
OBJECTS ON NET INC,CLOUD ARCHITECT,"106,000","DULUTH, GA",06/10/2022,10/01/2022
SYNECTIKS INC,CLOUD ARCHITECT,"109,000","PRINCETON, NJ",04/18/2022,10/01/2022
SYNECTIKS INC,CLOUD ARCHITECT,"109,000","PRINCETON, NJ",06/09/2022,12/01/2022
VANTAGEERP LLC,CLOUD ARCHITECT,"109,595","SPRING, TX",06/08/2022,10/01/2022
SYNECTIKS INC,CLOUD ARCHITECT,"110,000","PRINCETON, NJ",10/31/2022,01/02/2023
ARROYO CONSULTING LLC,CLOUD ARCHITECT,"110,000","HERMITAGE, TN",05/18/2022,10/01/2022
AMPHION GLOBAL INC,CLOUD ARCHITECT,"115,000","HOUSTON, TX",04/15/2022,04/15/2022
AMPHION GLOBAL INC,CLOUD ARCHITECT,"115,000","HOUSTON, TX",05/02/2022,05/02/2022
AMPHION GLOBAL INC,CLOUD ARCHITECT,"115,000","HOUSTON, TX",05/12/2022,05/12/2022
HANU SOFTWARE SOLUTIONS INC,CLOUD ARCHITECT,"115,000","PRINCETON, NJ",06/15/2022,10/01/2022
TATA CONSULTANCY SERVICES LIMITED,CLOUD ARCHITECT,"115,600","CHICAGO, IL",01/31/2022,02/24/2022
SCHNEIDER ELECTRIC SMART GRID SOLUTIONS,CLOUD ARCHITECT,"116,043","HOUSTON, TX",06/06/2022,06/06/2022
STACKTRACE LLC,CLOUD ARCHITECT,"116,938","FARMERS BRANCH, TX",08/30/2022,09/06/2022
COGNITIVE TECHNOLOGY SOLUTIONS INC,CLOUD ARCHITECT,"117,562","SCHAUMBURG, IL",03/17/2022,03/22/2022
SPRUCE INFOTECH INC,CLOUD ARCHITECT,"119,122","EXTON, PA",06/22/2022,06/30/2022
AMERICAN IT SOLUTIONS INC,CLOUD ARCHITECT,"120,000","AUSTIN, TX",10/21/2022,10/31/2022
AXOLOT SYSTEMS INC,CLOUD ARCHITECT,"123,200","PISCATAWAY, NJ",04/18/2022,09/22/2022
INNOVATIVE INFORMATION TECHNOLOGIES INC,CLOUD ARCHITECT,"123,614","MIDDLETOWN, NJ",06/03/2022,10/01/2022
BAYER US LLC,CLOUD ARCHITECT,"125,000","WHIPPANY, NJ",05/25/2022,05/31/2022
MARVELOUS TECHNOLOGIES INC,CLOUD ARCHITECT,"126,000","GURNEE, IL",06/17/2022,10/01/2022
9LOGIC TECHNOLOGIES INC,CLOUD ARCHITECT,"127,338","REDMOND, WA",08/24/2022,08/24/2022
HANU SOFTWARE SOLUTIONS INC,CLOUD ARCHITECT,"128,232","PRINCETON, NJ",05/25/2022,08/07/2022
ELECTRONIC ARTS INC,CLOUD ARCHITECT,"129,000","AUSTIN, TX",04/15/2022,07/19/2022
CNET GLOBAL SOLUTIONS INC,CLOUD ARCHITECT,"130,000","RICHARDSON, TX",12/06/2022,05/26/2023
EXLSERVICECOM LLC,CLOUD ARCHITECT,"135,000","PLANO, TX",01/04/2022,01/10/2022
INFINITE COMPUTER SOLUTIONS INC,CLOUD ARCHITECT,"140,000","IRVING, TX",07/15/2022,07/15/2022
WAVICLE DATA SOLUTIONS LLC,CLOUD ARCHITECT,"140,000","OAK BROOK, IL",04/22/2022,08/21/2022
BLOCKNIT LLC,CLOUD ARCHITECT,"140,920","BELLEVUE, WA",06/21/2022,10/01/2022
MATTEL HQ INC,CLOUD ARCHITECT,"150,000","EL SEGUNDO, CA",08/12/2022,08/22/2022
INTUITIVE SURGICAL OPERATIONS INC,CLOUD ARCHITECT,"157,477","SUNNYVALE, CA",05/10/2022,06/01/2022
CROWN CASTLE USA INC,CLOUD ARCHITECT,"157,824","HOUSTON, TX",07/07/2022,01/02/2023
ATOS IT SOLUTIONS AND SERVICES INC,CLOUD ARCHITECT,"158,000","PISCATAWAY, NJ",01/31/2022,02/07/2022
ALTRIA CLIENT SERVICES LLC,CLOUD ARCHITECT,"159,800","RICHMOND, VA",12/05/2022,05/18/2023
INTUITIVE SURGICAL OPERATIONS INC,CLOUD ARCHITECT,"167,149","SUNNYVALE, CA",07/06/2022,08/10/2022
WAVICLE DATA SOLUTIONS LLC,CLOUD ARCHITECT,"170,000","OAK BROOK, IL",09/15/2022,09/26/2022
WAVICLE DATA SOLUTIONS LLC,CLOUD ARCHITECT,"170,000","OAK BROOK, IL",06/03/2022,06/20/2022
HELIENT SYSTEMS LLC,CLOUD ARCHITECT,"175,000","ORLANDO, FL",10/06/2022,11/01/2022
HELIENT SYSTEMS LLC,CLOUD ARCHITECT,"175,000","CAMPBELL, CA",05/02/2022,06/01/2022
SAXON GLOBAL INC,CLOUD ARCHITECT,"176,800","OAK BROOK, IL",12/13/2022,06/02/2023
SAXON GLOBAL INC,CLOUD ARCHITECT,"176,800","OLD HICKORY, TN",12/13/2022,06/02/2023
MCKINSEY & COMPANY INC UNITED STATES,CLOUD ARCHITECT,"185,000","AUSTIN, TX",01/06/2022,02/11/2022
ARTHUR J GALLAGHER SERVICE COMPANY LLC,CLOUD ARCHITECT,"190,000","LEAWOOD, KS",07/29/2022,08/08/2022
PRESIDIO NETWORKED SOLUTIONS LLC,CLOUD ARCHITECT,"195,000","ATLANTA, GA",01/25/2022,02/28/2022
TIFFANY & CO,CLOUD ARCHITECT,"212,256","PARSIPPANY, NJ",04/07/2022,04/07/2022
TIFFANY & CO,CLOUD ARCHITECT,"212,256","PARSIPPANY, NJ",04/19/2022,04/22/2022
APPRIDAT SOLUTIONS LLC,CLOUD ARCHITECT AWS,"87,485","PEACHTREE CORNERS, GA",05/24/2022,10/01/2022
APPRIDAT SOLUTIONS LLC,CLOUD ARCHITECT AZURE,"87,485","PEACHTREE CORNERS, GA",05/24/2022,10/01/2022
TREMOR VIDEO INC,CLOUD ARCHITECT DEVOPS ENGINEER,"140,000","ASHBURN, VA",01/19/2022,01/24/2022
ARCHWELL ESSENTIALS LLC,CLOUD ARCHITECT DISASTER RECOVERY,"137,000","IRVING, TX",12/15/2022,01/01/2023
FREEDOM MORTGAGE CORPORATION,CLOUD ARCHITECT DISASTER RECOVERY,"137,000","IRVING, TX",06/06/2022,07/04/2022
PROSOFT TECHNOLOGY GROUP INC,CLOUD ARCHITECT ENTERPRISE ARCHITECT,"160,000","FORT MILL, SC",03/30/2022,04/11/2022
PROSOFT TECHNOLOGY GROUP INC,CLOUD ARCHITECT ENTERPRISE ARCHITECT,"160,000","FORT MILL, SC",03/30/2022,04/11/2022
PROSOFT TECHNOLOGY GROUP INC,CLOUD ARCHITECT ENTERPRISE ARCHITECT,"160,000","FORT MILL, SC",04/01/2022,04/11/2022
IMAGEVISIONAI LLC,CLOUD ARCHITECT II,"95,000","ADDISON, TX",04/11/2022,10/01/2022
IMAGEVISIONAI LLC,CLOUD ARCHITECT II,"95,000","ADDISON, TX",04/11/2022,10/01/2022
IMAGEVISIONAI LLC,CLOUD ARCHITECT II,"95,000","ADDISON, TX",04/11/2022,10/01/2022
IMAGEVISIONAI LLC,CLOUD ARCHITECT II,"95,000","ADDISON, TX",04/11/2022,10/01/2022
LOCKTON MANAGEMENT LLC,CLOUD ARCHITECT II,"142,022","FRISCO, TX",01/13/2022,01/26/2022
LOCKTON MANAGEMENT LLC,CLOUD ARCHITECT II,"142,022","FRISCO, TX",01/13/2022,01/26/2022
CLOUD ASSOCIATES INC,CLOUD ARCHITECT MANAGER - CLOUD ARCHITE,"150,000","IRVING, TX",11/07/2022,11/16/2022
XANDR INC,"CLOUD ARCHITECT, SENIOR SOFTWARE ENGINE","235,000","ATLANTA, GA",01/14/2022,01/20/2022
INFOSHARE SYSTEMS INC,CLOUD ARCHITECTURE EXPERT,"98,904","HASLET, TX",10/20/2022,10/28/2022
CANOO TECHNOLOGIES INC,CLOUD ARCHITECTURE LEAD ENGINEER,"200,000","JUSTIN, TX",02/17/2022,02/28/2022
INSPIRE RESOURCES LLC,CLOUD AUTOMATION ARCHITECT,"155,000","ATLANTA, GA",07/19/2022,08/01/2022
WISSENIT INC,CLOUD AUTOMATION DEVOPS ENGINEER,"105,080","WARREN, NJ",10/28/2022,02/17/2023
ARTIFICIAL INVENTIONS LLC,CLOUD AUTOMATION ENGINEER,"90,420","BRISTOL, CT",05/11/2022,10/01/2022
EXPERIAN INFORMATION SOLUTIONS INC,CLOUD AUTOMATION ENGINEER,"72,467","ALLEN, TX",03/03/2022,08/24/2022
FORD MOTOR COMPANY,CLOUD AUTOMATION ENGINEER,"105,420","MORRISVILLE, NC",05/18/2022,06/13/2022
FORD MOTOR COMPANY,CLOUD AUTOMATION ENGINEER,"112,736","NORTHVILLE, MI",04/04/2022,05/16/2022
FORD MOTOR COMPANY,CLOUD AUTOMATION ENGINEER,"122,616","ALPHARETTA, GA",04/01/2022,05/09/2022
YOH A DAY & ZIMMERMANN COMPANY,CLOUD AUTOMATION ENGINEER,"170,000","FORT MILL, SC",10/18/2022,02/20/2023
SYNGENTA CROP PROTECTION LLC,CLOUD AUTOMATION LEAD,"134,118","CHICAGO, IL",08/05/2022,11/01/2022
DELOITTE TOUCHE TOHMATSU SERVICES LLC,CLOUD AUTOMATION LEAD,"155,000","PRINCETON, NJ",05/20/2022,06/27/2022
OMA4 LLC,CLOUD AWS ENGINEER DEVOPS,"87,500","CUMMING, GA",05/25/2022,10/01/2022
KARWELL TECHNOLOGIIES INC,CLOUD AZURE ARCHITECT,"150,800","OMAHA, NE",09/20/2022,10/03/2022
ATHENA TECH INC,CLOUD BUSINESS ANALYST,"90,420","IRVING, TX",06/07/2022,10/01/2022
SECURONIX INC,CLOUD BUSINESS ANALYST,"82,202","ADDISON, TX",04/28/2022,10/01/2022
PHILIPS HEALTHCARE INFORMATICS INC,CLOUD BUSINESS ANALYST,"125,785","CAMBRIDGE, MA",02/24/2022,03/14/2022
DATAFACTZ LLC,CLOUD CIS MANAGER,"123,000","NORTHVILLE, MI",05/31/2022,07/01/2022
VANDERBILT UNIVERSITY MEDICAL CENTER,CLOUD COMPUTER DEVELOPER,"125,000","NASHVILLE, TN",03/28/2022,04/20/2022
BOOZ ALLEN HAMILTON INC,CLOUD COMPUTING APPLICATION ARCHITECT,"181,166","BETHESDA, MD",12/15/2022,05/11/2023
VIRTUE TECH INC,CLOUD COMPUTING DATA ENGINEER,"119,350","BELLEVUE, WA",05/17/2022,10/01/2022
VIRTUE TECH INC,CLOUD COMPUTING DATA ENGINEER,"119,350","BELLEVUE, WA",05/17/2022,10/01/2022
VIRTUE TECH INC,CLOUD COMPUTING DATA ENGINEER,"119,350","BELLEVUE, WA",06/14/2022,10/01/2022
VIRTUE TECH INC,CLOUD COMPUTING DATA ENGINEER,"119,350","BELLEVUE, WA",06/14/2022,10/01/2022
VANDERBILT UNIVERSITY MEDICAL CENTER,CLOUD COMPUTING DEVELOPER,"125,000","NASHVILLE, TN",04/18/2022,04/20/2022
S4 CONSULTANTS INC,CLOUD COMPUTING DEVOPS ENGINEER,"90,397","CHICAGO, IL",06/20/2022,10/01/2022
BLUECROSS AND BLUESHIELD ASSOCIATION,CLOUD COMPUTING ENGINEER II,"114,899","NAPERVILLE, IL",05/17/2022,10/28/2022
SCIENCE APPLICATIONS INTERNATIONAL CORP,CLOUD COMPUTING ENGINEER PRINCIPAL,"144,840","STERLING, VA",10/12/2022,04/04/2023
VISION STREAM LLC,CLOUD COMPUTING SOLUTION ARCHITECT,"130,000","MATAWAN, NJ",05/16/2022,10/01/2022
VISION STREAM LLC,CLOUD COMPUTING SOLUTION ARCITECT,"75,566","COLUMBUS, IN",08/25/2022,08/25/2022
VISION STREAM LLC,CLOUD COMPUTING SOLUTION SR. DEVELOPER,"101,754","MATAWAN, NJ",05/17/2022,10/01/2022
VERDE TECH SYSTEMS INC,CLOUD COMPUTING SYSTEMS ANALYST,"88,000","MESA, AZ",05/17/2022,10/01/2022
AVENTURE SYSTEMS LLC,CLOUD CONSULTANT,"67,392","GRAND RAPIDS, MI",05/21/2022,10/01/2022
AVENTURE SYSTEMS LLC,CLOUD CONSULTANT,"67,392","GRAND RAPIDS, MI",05/21/2022,10/01/2022
