EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
STAR INFRA SOLUTIONS INC,DATA ENGINEER,"98,904","IRVING, TX",10/27/2022,10/31/2022
TEK GIGZ LLC,DATA ENGINEER,"98,904","AUBREY, TX",10/25/2022,10/31/2022
THINK IT TECHNOLOGIES INC,DATA ENGINEER,"98,904","PEORIA, IL",10/25/2022,11/04/2022
SLIQ INFORMATION TECHNOLOGIES INC,DATA ENGINEER,"98,904","EULESS, TX",09/20/2022,10/01/2022
SLIQ INFORMATION TECHNOLOGIES INC,DATA ENGINEER,"98,904","EULESS, TX",09/21/2022,10/01/2022
SLIQ INFORMATION TECHNOLOGIES INC,DATA ENGINEER,"98,904","EULESS, TX",09/21/2022,09/28/2022
ARRK TECHNOLOGIES LLC,DATA ENGINEER,"98,904","COPPELL, TX",12/15/2022,12/15/2022
MEGHAZ INC,DATA ENGINEER,"98,904","IRVING, TX",09/03/2022,09/12/2022
TEKCEL CONSULTING INC,DATA ENGINEER,"98,950","RICHARDSON, TX",07/05/2022,09/07/2022
TEKCEL CONSULTING INC,DATA ENGINEER,"98,950","RICHARDSON, TX",07/06/2022,07/07/2022
KGATE TECHNOLOGIES INC,DATA ENGINEER,"99,000","AUBREY, TX",12/07/2022,12/14/2022
ZENSOFT IT SOLUTIONS INC,DATA ENGINEER,"99,000","GLEN ALLEN, VA",11/22/2022,12/15/2022
SINFRALOGIX LLC,DATA ENGINEER,"99,000","FARMERS BRANCH, TX",07/18/2022,07/25/2022
SINFRALOGIX LLC,DATA ENGINEER,"99,000","FARMERS BRANCH, TX",07/19/2022,07/25/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"99,000","RICHARDSON, TX",11/12/2022,11/21/2022
BRILLFY TECHNOLOGY INC,DATA ENGINEER,"99,000","RICHARDSON, TX",10/27/2022,11/04/2022
GLENYSYS TECHNOLOGIES INC,DATA ENGINEER,"99,000","PLANO, TX",08/04/2022,08/15/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"99,000","PLANO, TX",08/04/2022,08/15/2022
WISER SOLUTIONS INC,DATA ENGINEER,"99,000","BOSTON, MA",03/22/2022,08/23/2022
PROSPANCE INC,DATA ENGINEER,"99,000","FREMONT, CA",01/04/2022,01/10/2022
ZENSOFT IT SOLUTIONS INC,DATA ENGINEER,"99,000","ATLANTA, GA",04/21/2022,10/01/2022
ZILLION TECHNOLOGIES INC,DATA ENGINEER,"99,000","CHANTILLY, VA",05/13/2022,08/01/2022
CTI INFOTECH INC,DATA ENGINEER,"99,000","ITASCA, IL",05/14/2022,10/01/2022
SQUAD SOFTWARE INC,DATA ENGINEER,"99,008","ATLANTA, GA",07/13/2022,07/20/2022
SQUAD SOFTWARE INC,DATA ENGINEER,"99,008","ATLANTA, GA",07/14/2022,07/22/2022
VIRTUE GROUP LLC,DATA ENGINEER,"99,008","ATLANTA, GA",07/15/2022,07/18/2022
IMG SYSTEMS INC,DATA ENGINEER,"99,008","CUMMING, GA",11/22/2022,12/05/2022
CIPHERNINE INC,DATA ENGINEER,"99,008","ATLANTA, GA",12/07/2022,12/07/2022
ADALITEK GROUP LLC,DATA ENGINEER,"99,008","SUWANEE, GA",10/10/2022,10/10/2022
THE COCA-COLA COMPANY,DATA ENGINEER,"99,008","HOUSTON, TX",10/04/2022,10/04/2022
VIRTUE GROUP LLC,DATA ENGINEER,"99,008","ATLANTA, GA",09/07/2022,09/19/2022
COVETIT INC,DATA ENGINEER,"99,008","ATLANTA, GA",09/02/2022,09/13/2022
COVETIT INC,DATA ENGINEER,"99,008","ATLANTA, GA",09/16/2022,09/21/2022
PATH,DATA ENGINEER,"99,029","SEATTLE, WA",03/18/2022,09/12/2022
AETNA RESOURCES LLC,DATA ENGINEER,"99,081","HARTFORD, CT",03/11/2022,09/01/2022
MASTERCARD INTERNATIONAL INCORPOR,DATA ENGINEER,"99,091","SAN FRANCISCO, CA",04/16/2022,10/01/2022
PRIMORIS SYSTEMS LLC,DATA ENGINEER,"99,200","PLANO, TX",07/27/2022,08/02/2022
PATH ROBOTICS INC,DATA ENGINEER,"99,445","COLUMBUS, OH",05/02/2022,10/01/2022
TEKGENCE INC,DATA ENGINEER,"99,600","CHARLOTTE, NC",06/20/2022,06/28/2022
TEKGENCE INC,DATA ENGINEER,"99,600","CHARLOTTE, NC",06/20/2022,06/28/2022
THOUGHT BYTE INC,DATA ENGINEER,"99,632","NASHVILLE, TN",05/05/2022,05/12/2022
THOUGHT BYTE INC,DATA ENGINEER,"99,632","NASHVILLE, TN",05/05/2022,05/12/2022
THOUGHT BYTE INC,DATA ENGINEER,"99,632","RICHFIELD, MN",05/05/2022,05/12/2022
THOUGHT BYTE INC,DATA ENGINEER,"99,632","RICHFIELD, MN",05/06/2022,05/12/2022
OPTUM SERVICES INC,DATA ENGINEER,"99,736","PITTSBURGH, PA",02/04/2022,02/15/2022
FRAYM INC,DATA ENGINEER,"99,750","SYRACUSE, NY",06/01/2022,10/01/2022
FRAYM INC,DATA ENGINEER,"99,750","SYRACUSE, NY",06/02/2022,10/01/2022
HARTFORD FIRE INSURANCE COMPANY,DATA ENGINEER,"99,944","HARTFORD, CT",03/30/2022,04/21/2022
CISCO SYSTEMS INC,DATA ENGINEER,"99,944","BOSTON, MA",04/01/2022,07/01/2022
INMAR INC,DATA ENGINEER,"99,944","MALDEN, MA",04/15/2022,10/01/2022
RBUS INC,DATA ENGINEER,"99,944","MALDEN, MA",04/21/2022,05/24/2022
RRVA SOLUTIONS INC,DATA ENGINEER,"99,944","BURLINGTON, MA",06/07/2022,10/01/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"99,944","BOSTON, MA",06/10/2022,10/01/2022
AMGEN INC,DATA ENGINEER,"99,986","SEATTLE, WA",03/01/2022,07/25/2022
SOLVING IT INTERNATIONAL INC,DATA ENGINEER,"99,986","HOFFMAN ESTATES, IL",06/30/2022,07/18/2022
MP INFOTECH CORP,DATA ENGINEER,"100,000","CREVE COEUR, MO",12/16/2022,12/27/2022
US BANK NATIONAL ASSOCIATION,DATA ENGINEER,"100,000","IRVING, TX",07/15/2022,08/22/2022
COMPUNNEL SOFTWARE GROUP INC,DATA ENGINEER,"100,000","MIDVALE, UT",07/07/2022,07/07/2022
COMPUNNEL SOFTWARE GROUP INC,DATA ENGINEER,"100,000","MIDVALE, UT",07/08/2022,07/08/2022
TALENTED IT INC,DATA ENGINEER,"100,000","REDMOND, WA",07/08/2022,07/25/2022
MERIDIANLINK INC,DATA ENGINEER,"100,000","WOBURN, MA",07/19/2022,07/25/2022
TEKNOSYS INC,DATA ENGINEER,"100,000","COPPELL, TX",07/20/2022,07/25/2022
CAREMARK LLC,DATA ENGINEER,"100,000","SUNNYVALE, CA",07/26/2022,09/01/2022
CASPEX CORP,DATA ENGINEER,"100,000","FRISCO, TX",08/03/2022,08/03/2022
ACETECH GROUP CORPORATION,DATA ENGINEER,"100,000","FULTON, MD",03/10/2022,03/21/2022
TABNER INC,DATA ENGINEER,"100,000","MCKINNEY, TX",03/18/2022,03/28/2022
PRESIDIO NETWORKED SOLUTIONS LLC,DATA ENGINEER,"100,000","IRVING, TX",03/21/2022,09/14/2022
PRESIDIO NETWORKED SOLUTIONS LLC,DATA ENGINEER,"100,000","IRVING, TX",03/22/2022,09/14/2022
PAMTEN INC,DATA ENGINEER,"100,000","WESTLAKE, TX",04/04/2022,05/05/2022
VILLAGE PRACTICE MANAGEMENT COMPA,DATA ENGINEER,"100,000","REDMOND, WA",04/08/2022,10/01/2022
SPREETAIL LLC,DATA ENGINEER,"100,000","LINCOLN, NE",04/12/2022,05/10/2022
MERCURY FINANCIAL LLC,DATA ENGINEER,"100,000","AUSTIN, TX",04/15/2022,05/01/2022
LASAI TECHNOLOGIES LLC,DATA ENGINEER,"100,000","REDMOND, WA",04/19/2022,10/01/2022
CLOUD CENTRIC INC,DATA ENGINEER,"100,000","NEW CASTLE, DE",04/20/2022,04/20/2022
CLOUD CENTRIC INC,DATA ENGINEER,"100,000","NEW CASTLE, DE",04/20/2022,04/20/2022
AETNA RESOURCES LLC,DATA ENGINEER,"100,000","HARTFORD, CT",04/20/2022,10/01/2022
RETECH LABS INC,DATA ENGINEER,"100,000","BELLEVUE, WA",01/13/2022,01/31/2022
RETECH LABS INC,DATA ENGINEER,"100,000","SAN DIEGO, CA",01/13/2022,01/31/2022
CENTIZEN INC,DATA ENGINEER,"100,000","BEAVERTON, OR",01/19/2022,01/20/2022
META PLATFORMS INC,DATA ENGINEER,"100,000","SEATTLE, WA",01/24/2022,02/07/2022
NORTHWESTERN MUTUAL LIFE INSURANC,DATA ENGINEER,"100,000","MILWAUKEE, WI",01/25/2022,02/14/2022
META PLATFORMS INC,DATA ENGINEER,"100,000","MENLO PARK, CA",01/28/2022,07/14/2022
SHINETECK INC,DATA ENGINEER,"100,000","RICHMOND, VA",02/16/2022,02/16/2022
COMPUNNEL SOFTWARE GROUP INC,DATA ENGINEER,"100,000","MIDVALE, UT",07/07/2022,07/07/2022
REPUBLIC FINANCE LLC,DATA ENGINEER,"100,000","PLANO, TX",09/29/2022,10/04/2022
LITHIA MOTORS SUPPORT SERVICES IN,DATA ENGINEER,"100,000","BEAVERTON, OR",08/29/2022,09/01/2022
TEKSHAPERS INC,DATA ENGINEER,"100,000","TROY, MI",06/10/2022,10/01/2022
THEORY LLC,DATA ENGINEER,"100,000","NEW YORK, NY",09/15/2022,10/03/2022
VIZIO SERVICES LLC,DATA ENGINEER,"100,000","DENVER, CO",04/21/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"100,000","FREMONT, CA",04/27/2022,10/01/2022
VIZIO SERVICES LLC,DATA ENGINEER,"100,000","DENVER, CO",04/28/2022,10/01/2022
LAVAMAP LLC,DATA ENGINEER,"100,000","BROOKLYN, NY",05/02/2022,10/01/2022
NOETIC INFORMATION SYSTEMS LLC,DATA ENGINEER,"100,000","PLANO, TX",05/04/2022,10/01/2022
IDEXCEL INC,DATA ENGINEER,"100,000","AUSTIN, TX",05/05/2022,05/16/2022
IMR SOFT LLC,DATA ENGINEER,"100,000","WYLIE, TX",05/10/2022,05/23/2022
MASHEY LLC,DATA ENGINEER,"100,000","JERSEY CITY, NJ",05/12/2022,10/01/2022
QUANTIPHI INC,DATA ENGINEER,"100,000","MARLBOROUGH, MA",05/15/2022,10/01/2022
HEALTHPER USA INC,DATA ENGINEER,"100,000","HAMDEN, CT",05/18/2022,10/01/2022
MAVEN INC,DATA ENGINEER,"100,000","ADDISON, TX",05/19/2022,10/01/2022
NORTHWESTERN MEMORIAL HEALTHCARE,DATA ENGINEER,"100,000","WILLOWBROOK, IL",05/19/2022,05/31/2022
CBRE INC,DATA ENGINEER,"100,000","RICHARDSON, TX",05/20/2022,09/12/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"100,000","SAN BRUNO, CA",05/23/2022,10/01/2022
CREDITSIGHTS INC,DATA ENGINEER,"100,000","NEW YORK, NY",05/24/2022,10/01/2022
CALLISTO MEDIA INC,DATA ENGINEER,"100,000","OAKLAND, CA",05/25/2022,10/01/2022
CAREMARK LLC,DATA ENGINEER,"100,000","HIGH POINT, NC",05/26/2022,06/02/2022
ECS FIN INC,DATA ENGINEER,"100,000","WHITE PLAINS, NY",06/02/2022,10/01/2022
RUDRA TECHNOLOGIES INC,DATA ENGINEER,"100,000","HERNDON, VA",06/07/2022,10/01/2022
TETRA SYSTEMS LLC,DATA ENGINEER,"100,000","REDMOND, WA",06/09/2022,10/01/2022
TEKSHAPERS INC,DATA ENGINEER,"100,000","TROY, MI",06/10/2022,10/01/2022
TEKSYSTEMS GLOBAL SERVICES LLC,DATA ENGINEER,"100,000","IRVING, TX",06/13/2022,10/01/2022
NEW YORK BLOOD CENTER,DATA ENGINEER,"100,000","NEW YORK, NY",06/14/2022,07/05/2022
NEW YORK BLOOD CENTER,DATA ENGINEER,"100,000","NEW YORK, NY",06/14/2022,07/05/2022
ZENSOFT IT SOLUTIONS INC,DATA ENGINEER,"100,000","ANNANDALE, VA",06/15/2022,10/01/2022
ARTEMIS INFOTECH INC,DATA ENGINEER,"100,000","ARLINGTON, VA",06/18/2022,10/01/2022
RUDRA TECHNOLOGIES INC,DATA ENGINEER,"100,000","HERNDON, VA",06/20/2022,10/01/2022
CONSUMERS ENERGY COMPANY,DATA ENGINEER,"100,008","JACKSON, MI",03/04/2022,08/08/2022
NC HEALTH AFFILIATES LLC,DATA ENGINEER,"100,235","COLLEGE PARK, MD",10/05/2022,10/17/2022
VENSOFT INC,DATA ENGINEER,"100,339","GREENWOOD VILLAGE, CO",01/25/2022,02/14/2022
HARTFORD FIRE INSURANCE COMPANY,DATA ENGINEER,"100,360","HARTFORD, CT",03/01/2022,03/01/2022
TYSON FOODS INC,DATA ENGINEER,"100,422","SPRINGDALE, AR",06/01/2022,06/09/2022
MEGHAZ INC,DATA ENGINEER,"100,443","ST.LOUIS, MO",06/24/2022,07/11/2022
MEGHAZ INC,DATA ENGINEER,"100,443","ST.LOUIS, MO",06/12/2022,10/01/2022
HEXAR IT SOLUTIONS INC,DATA ENGINEER,"100,500","STAMFORD, CT",03/14/2022,04/04/2022
HANA E SOLUTIONS INC,DATA ENGINEER,"100,500","FOLSOM, CA",06/17/2022,10/01/2022
PHYSICIANS MUTUAL INSURANCE COMPA,DATA ENGINEER,"100,630","OMAHA, NE",07/07/2022,08/01/2022
ADO STAFFING INC,DATA ENGINEER,"100,838","JACKSONVILLE, FL",06/23/2022,07/18/2022
OPTUM SERVICES INC,DATA ENGINEER,"100,942","BRENTWOOD, TN",02/22/2022,08/24/2022
FORD MOTOR CREDIT COMPANY LLC,DATA ENGINEER,"100,942","TROY, MI",05/06/2022,06/20/2022
TEKNXPERT LLC,DATA ENGINEER,"100,984","SAN FRANCISCO, CA",11/11/2022,11/16/2022
MCKINSEY & COMPANY INC UNITED STA,DATA ENGINEER,"101,000","ATLANTA, GA",04/22/2022,08/16/2022
CISCO SYSTEMS INC,DATA ENGINEER,"101,100","RESEARCH TRIANGLE PARK, NC",01/12/2022,01/18/2022
CISCO SYSTEMS INC,DATA ENGINEER,"101,100","LAKE OSWEGO, OR",06/13/2022,07/01/2022
SANN IT SOLUTIONS INC,DATA ENGINEER,"101,109","DURHAM, NC",11/23/2022,11/23/2022
CISCO SYSTEMS INC,DATA ENGINEER,"101,109","RESEARCH TRIANGLE PARK, NC",12/06/2022,06/01/2023
CISCO SYSTEMS INC,DATA ENGINEER,"101,109","RESEARCH TRIANGLE PARK, NC",12/06/2022,06/01/2023
SANN IT SOLUTIONS INC,DATA ENGINEER,"101,109","DURHAM, NC",11/08/2022,11/08/2022
ADEPT CONSULTING GROUP INC,DATA ENGINEER,"101,109","CONCORD, NC",10/31/2022,12/19/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"101,171","QUINCY, MA",09/02/2022,10/01/2022
SVB FINANCIAL GROUP,DATA ENGINEER,"101,227","TEMPE, AZ",01/21/2022,02/01/2022
AETNA RESOURCES LLC,DATA ENGINEER,"101,250","LONG ISLAND CITY, NY",04/04/2022,04/11/2022
RAPID7 LLC,DATA ENGINEER,"101,325","BOSTON, MA",04/27/2022,09/04/2022
OPTUM SERVICES INC,DATA ENGINEER,"101,328","ONTARIO, CA",10/11/2022,04/05/2023
CLOUD DATA SYSTEMS INC,DATA ENGINEER,"101,358","REDMOND, WA",07/20/2022,07/20/2022
CAREER SOFT SOLUTIONS INC,DATA ENGINEER,"101,421","CARY, NC",10/20/2022,11/01/2022
TECHPRO SOLUTIONS INC,DATA ENGINEER,"101,500","FALLS CHURCH, VA",08/12/2022,08/22/2022
SYDATA INC,DATA ENGINEER,"101,500","CARY, NC",08/17/2022,08/22/2022
SYDATA INC,DATA ENGINEER,"101,500","CARY, NC",08/18/2022,08/22/2022
ZENSOFT IT SOLUTIONS INC,DATA ENGINEER,"101,500","SALISBURY, NC",10/05/2022,10/19/2022
TECHPRO SOLUTIONS INC,DATA ENGINEER,"101,500","MCLEAN, VA",08/23/2022,09/19/2022
THOUGHTWORKS INC,DATA ENGINEER,"101,500","NEW YORK, NY",05/20/2022,07/11/2022
ASM SOLUTIONS LLC,DATA ENGINEER,"101,754","CRYSTAL LAKE, IL",04/15/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"101,754","NEW BRUNSWICK, NJ",01/14/2022,01/24/2022
COMCAST CABLE COMMUNICATIONS LLC,DATA ENGINEER,"101,754","PHILADELPHIA, PA",01/24/2022,02/28/2022
PROPHECY CONSULTING INC,DATA ENGINEER,"101,754","NEW YORK, NY",02/07/2022,03/01/2022
PROPHECY CONSULTING INC,DATA ENGINEER,"101,754","NEW YORK, NY",02/15/2022,03/01/2022
ITAMERICA INC,DATA ENGINEER,"101,754","MONROE TOWNSHIP, NJ",02/25/2022,03/04/2022
3I INFOTECH INC,DATA ENGINEER,"101,754","EDISON, NJ",04/22/2022,10/01/2022
CALYPSO SOFT INC,DATA ENGINEER,"101,754","NEW YORK, NY",05/06/2022,10/01/2022
CALYPSO SOFT INC,DATA ENGINEER,"101,754","NEW YORK, NY",05/06/2022,10/01/2022
SHIVAM INFOTECH INC,DATA ENGINEER,"101,754","KENDALL PARK, NJ",05/13/2022,10/01/2022
PSQUARE TECHNOLOGIES LLC,DATA ENGINEER,"101,754","LANSING, MI",05/18/2022,05/25/2022
CLOUDSOL TECHNOLOGIES INC,DATA ENGINEER,"101,754","JERSEY CITY, NJ",05/20/2022,10/01/2022
P3 GEEKS INC,DATA ENGINEER,"101,754","EDISON, NJ",05/26/2022,10/01/2022
SHIVAM INFOTECH INC,DATA ENGINEER,"101,754","KENDALL PARK, NJ",05/26/2022,10/01/2022
SHIVAM INFOTECH INC,DATA ENGINEER,"101,754","KENDALL PARK, NJ",05/26/2022,10/01/2022
SQUAD SOFTWARE INC,DATA ENGINEER,"101,754","PRINCETON, NJ",05/26/2022,10/01/2022
RENOTEK GROUP LLC,DATA ENGINEER,"101,754","PISCATAWAY, NJ",05/27/2022,10/01/2022
CALYPSO SOFT INC,DATA ENGINEER,"101,754","NEW YORK, NY",05/27/2022,10/01/2022
CLOUDWICK TECHNOLOGIES INC,DATA ENGINEER,"101,754","PARLIN, NJ",06/01/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"101,754","ARMONK, NY",06/02/2022,10/01/2022
SIRI SOFTWARE SOLUTIONS LLC,DATA ENGINEER,"101,754","MONMOUTH JUNCTION, NJ",06/06/2022,10/01/2022
FINITETEK INC,DATA ENGINEER,"101,754","LAS VEGAS, NV",06/09/2022,10/01/2022
SYMANTRIX INC,DATA ENGINEER,"101,754","SOUTH PLAINFIELD, NJ",06/10/2022,10/01/2022
SATCON INC,DATA ENGINEER,"101,754","SOUTH BRUNSWICK TOWNSHIP, NJ",06/13/2022,10/01/2022
SATCON INC,DATA ENGINEER,"101,754","HOLBROOK, NY",06/13/2022,10/01/2022
TECHZION IT SOLUTIONS INC,DATA ENGINEER,"101,754","EAST RUTHERFORD, NJ",06/14/2022,10/01/2022
ELISE AI TECHNOLOGIES CORP,DATA ENGINEER,"101,754","NEW YORK, NY",06/15/2022,10/01/2022
ALTIMETRIK CORP,DATA ENGINEER,"101,754","EAST HANOVER, NJ",06/17/2022,10/01/2022
SAGE IT INC,DATA ENGINEER,"101,754","NORTH BRUNSWICK, NJ",06/17/2022,06/27/2022
NEO PRISM SOLUTIONS LLC,DATA ENGINEER,"101,842","SAN FRANCISCO, CA",11/08/2022,11/08/2022
ZIOQU INC,DATA ENGINEER,"101,920","JERSEY CITY, NJ",06/16/2022,10/01/2022
ZIOQU INC,DATA ENGINEER,"101,920","JERSEY CITY, NJ",06/16/2022,10/01/2022
NEW YORK TECHNOLOGY PARTNERS INC,DATA ENGINEER,"102,000","SCOTTSDALE, AZ",06/24/2022,07/11/2022
NIKTOR IT INC,DATA ENGINEER,"102,000","DURHAM, NC",12/12/2022,12/27/2022
TROR LLC,DATA ENGINEER,"102,000","BELLEVILLE, NJ",11/22/2022,11/28/2022
CLEVERSMITHS INC,DATA ENGINEER,"102,000","LOUISVILLE, KY",11/08/2022,11/13/2022
VALIANT IT SERVICES INC,DATA ENGINEER,"102,000","PLANO, TX",07/26/2022,08/15/2022
SOURCE CLOUD TECHNOLOGIES INC,DATA ENGINEER,"102,000","MCLEAN, VA",08/17/2022,08/21/2022
NGTALENTTECH GROUP LLC,DATA ENGINEER,"102,000","RICHARDSON, TX",10/26/2022,10/31/2022
AMPLIFY CONSULTING PARTNERS INC,DATA ENGINEER,"102,000","BELLEVUE, WA",03/15/2022,04/04/2022
CAREER SOFT SOLUTIONS INC,DATA ENGINEER,"102,000","EDISON, NJ",04/14/2022,04/21/2022
AMROCK LLC,DATA ENGINEER,"102,000","EDISON, NJ",01/06/2022,01/24/2022
COMMERCECX INC,DATA ENGINEER,"102,000","CHARLOTTE, NC",09/26/2022,10/03/2022
TECH PUNDITS INC,DATA ENGINEER,"102,000","CARLSBAD, CA",05/16/2022,05/23/2022
SPLN INTERNATIONAL LLC,DATA ENGINEER,"102,000","JERSEY CITY, NJ",05/26/2022,10/01/2022
CRAVE INFOTECH LLC,DATA ENGINEER,"102,000","PISCATAWAY, NJ",06/03/2022,10/01/2022
SIGNATURE IT SOLUTIONS INC,DATA ENGINEER,"102,000","NEWARK, NJ",06/09/2022,10/01/2022
ISOLVE TECHNOLOGY INC,DATA ENGINEER,"102,000","FARMINGTON HILLS, MI",06/10/2022,10/01/2022
CHAREN SOLUTIONS INC,DATA ENGINEER,"102,000","PLAINSBORO TOWNSHIP, NJ",06/20/2022,10/01/2022
VKAN TECH SOLUTIONS INC,DATA ENGINEER,"102,000","PLAINSBORO TOWNSHIP, NJ",06/22/2022,10/01/2022
VKAN TECH SOLUTIONS INC,DATA ENGINEER,"102,000","PLAINSBORO TOWNSHIP, NJ",06/22/2022,10/01/2022
TECH PUNDITS INC,DATA ENGINEER,"102,000","JERSEY CITY, NJ",03/17/2022,03/21/2022
THERMO FISHER SCIENTIFIC INC,DATA ENGINEER,"102,024","CARLSBAD, CA",02/07/2022,02/28/2022
INTELI PLATFORMS INC,DATA ENGINEER,"102,107","NEW YORK CITY, NY",05/11/2022,10/01/2022
NESTOR TECHNOLOGIES INC,DATA ENGINEER,"102,107","MINNEAPOLIS, MN",06/07/2022,10/01/2022
GEAKMINDS INC,DATA ENGINEER,"102,107","WASHINGTON, DC, DC",06/20/2022,09/25/2022
C2S TECHNOLOGIES INC,DATA ENGINEER,"102,294","REDMOND, WA",05/11/2022,10/01/2022
C2S TECHNOLOGIES INC,DATA ENGINEER,"102,294","REDMOND, WA",05/11/2022,10/01/2022
LENDINGCLUB BANK NATIONAL ASSOCIA,DATA ENGINEER,"102,345","BOSTON, MA",07/06/2022,09/13/2022
LENDINGCLUB BANK NATIONAL ASSOCIA,DATA ENGINEER,"102,345","BOSTON, MA",09/01/2022,10/28/2022
DIME COMMUNITY BANK,DATA ENGINEER,"102,482","NEW YORK, NY",10/05/2022,10/10/2022
LEAPFROG POWER INC,DATA ENGINEER,"102,500","NEW YORK, NY",10/18/2022,10/18/2022
XYLO CONSULTING LLC,DATA ENGINEER,"102,500","EDISON, NJ",08/10/2022,08/19/2022
NEO TECH SOLUTIONS INC,DATA ENGINEER,"102,500","SOUTH PLAINFIELD, NJ",04/24/2022,10/01/2022
XPERT TECHNOLOGIES INC,DATA ENGINEER,"102,500","HERNDON, VA",06/13/2022,06/13/2022
TD SYNNEX,DATA ENGINEER,"102,669","GILBERT, AZ",03/01/2022,07/23/2022
SLALOM LLC,DATA ENGINEER,"102,669","CLAYTON, MO",06/30/2022,10/22/2022
DATAQUAD INC,DATA ENGINEER,"102,710","AUSTIN, TX",10/06/2022,10/14/2022
AMERICAN EXPRESS TRAVEL RELATED S,DATA ENGINEER,"102,791","PHOENIX, AZ",07/19/2022,12/02/2022
AMERICAN EXPRESS TRAVEL RELATED S,DATA ENGINEER,"102,791","PHOENIX, AZ",09/23/2022,12/02/2022
THE PNC FINANCIAL SERVICES GROUP,DATA ENGINEER,"102,820","OVERLAND PARK, KS",09/23/2022,10/31/2022
SPRY INFO SOLUTIONS INC,DATA ENGINEER,"103,000","DURHAM, NC",11/30/2022,12/05/2022
V3TECH SOLUTIONS INC,DATA ENGINEER,"103,000","AUSTIN, TX",10/25/2022,10/25/2022
CAREMARK LLC,DATA ENGINEER,"103,000","IRVING, TX",04/08/2022,10/01/2022
EFICENS SYSTEMS LLC,DATA ENGINEER,"103,000","ASHBURN, VA",05/25/2022,10/01/2022
PSOLV LLC,DATA ENGINEER,"103,126","DALLAS, TX",06/14/2022,06/19/2022
TESLA INC,DATA ENGINEER,"103,680","SPARKS, NV",02/25/2022,08/27/2022
ATLASSIAN INC,DATA ENGINEER,"103,700","PLANO, TX",05/26/2022,07/05/2022
RADIXLINK INC,DATA ENGINEER,"103,771","RICHMOND, VA",05/27/2022,05/27/2022
CISCO SYSTEMS INC,DATA ENGINEER,"103,800","IRVINE, CA",04/01/2022,07/01/2022
EFICENS SYSTEMS INC,DATA ENGINEER,"104,000","NORTH PALM BEACH, FL",11/15/2022,11/15/2022
OPTUM SERVICES INC,DATA ENGINEER,"104,000","ONTARIO, CA",02/22/2022,08/19/2022
SAPPHIRE SOFTWARE SOLUTIONS INC,DATA ENGINEER,"104,000","STAMFORD, CT",09/09/2022,09/19/2022
V-SOFT CONSULTING GROUP INC,DATA ENGINEER,"104,000","DURHAM, NC",09/09/2022,10/03/2022
SPRINGML INC,DATA ENGINEER,"104,021","CARTERET, NJ",10/04/2022,10/04/2022
SPRINGML INC,DATA ENGINEER,"104,021","SAN FRANCISCO, CA",05/04/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"104,021","PLEASANTON, CA",05/04/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"104,021","CASTRO VALLEY, CA",05/15/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"104,021","PLEASANTON, CA",05/20/2022,10/01/2022
SPRINGML INC,DATA ENGINEER,"104,021","ABANY, NY",05/20/2022,10/01/2022
VIEW INC,DATA ENGINEER,"104,100","MILPITAS, CA",03/29/2022,08/24/2022
SPRUCE TECHNOLOGY INC,DATA ENGINEER,"104,200","SAN FRANCISCO, CA",10/05/2022,10/10/2022
AMGEN INC,DATA ENGINEER,"104,247","TAMPA, FL",03/08/2022,09/02/2022
LOWE'S COMPANIES INC,DATA ENGINEER,"104,250","CHARLOTTE, NC",12/12/2022,12/26/2022
LOWE'S COMPANIES INC,DATA ENGINEER,"104,250","CHARLOTTE, NC",12/15/2022,04/06/2023
LOGGING-INCOM LLC,DATA ENGINEER,"104,250","CHARLOTTE, NC",11/30/2022,12/12/2022
TELADOC HEALTH INC,DATA ENGINEER,"104,291","MOUNTAIN VIEW, CA",04/13/2022,10/01/2022
CLOUDVIK LLC,DATA ENGINEER,"104,291","SUNNYVALE, CA",05/26/2022,10/01/2022
SSIT INC,DATA ENGINEER,"104,300","MOUNTAIN VIEW,, CA",01/20/2022,01/31/2022
TEK TREE LLC,DATA ENGINEER,"104,300","CALIFORNIA, CA",05/19/2022,05/23/2022
CAREMARK LLC,DATA ENGINEER,"104,525","BUFFALO GROVE, IL",04/12/2022,04/27/2022
AETNA RESOURCES LLC,DATA ENGINEER,"104,550","HARTFORD, CT",02/08/2022,08/09/2022
VALLEN DISTRIBUTION INC,DATA ENGINEER,"104,872","DALY CITY, CA",06/30/2022,06/30/2022
CONTINENTAL CASUALTY COMPANY,DATA ENGINEER,"105,000","CHICAGO, IL",12/16/2022,03/30/2023
SIMMONS PREPARED FOODS INC,DATA ENGINEER,"105,000","MEMPHIS, TN",12/05/2022,12/12/2022
