EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","LITTLE ELM, TX",05/13/2022,10/01/2022
STRATAGEM CONSULTING LLC,DATA ENGINEER,"90,000","RALEIGH, NC",05/18/2022,10/01/2022
STRATAGEM CONSULTING LLC,DATA ENGINEER,"90,000","EDEN PRAIRIE, MN",05/18/2022,10/01/2022
CLOUD CENTRIC INC,DATA ENGINEER,"90,000","BENTONVILLE, AR",05/19/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","PLANO, TX",05/20/2022,10/01/2022
SMARTTRAK LLC,DATA ENGINEER,"90,000","HOLLY SPRINGS, NC",05/20/2022,10/01/2022
SMARTTRAK LLC,DATA ENGINEER,"90,000","HOLLY SPRINGS, NC",05/23/2022,10/01/2022
GSS INFOTECH CT INC,DATA ENGINEER,"90,000","CHARLOTTE, NC",05/24/2022,06/06/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","VIENNA, VA",05/24/2022,10/01/2022
VERIDIC SOLUTIONS LLC,DATA ENGINEER,"90,000","NEWARK, DE",05/24/2022,05/30/2022
SMARTTRAK LLC,DATA ENGINEER,"90,000","HOLLY SPRINGS, NC",05/26/2022,10/01/2022
SIRI INFOSOLUTIONS INC,DATA ENGINEER,"90,000","PROVO, UT",05/26/2022,10/28/2022
CLOUDINTELLISOFT INC,DATA ENGINEER,"90,000","RICHARDSON, TX",05/31/2022,10/01/2022
CLOUDINTELLISOFT INC,DATA ENGINEER,"90,000","VIENNA, VA",05/31/2022,10/01/2022
SIRI INFOSOLUTIONS INC,DATA ENGINEER,"90,000","RICHMOND, VA",06/02/2022,06/20/2022
SPRUCE TECHNOLOGY INC,DATA ENGINEER,"90,000","SAN FRANCISCO, CA",06/02/2022,10/01/2022
YKUNT INC,DATA ENGINEER,"90,000","WALNUT CREEK, CA",06/02/2022,10/01/2022
CYANICSOFT INC,DATA ENGINEER,"90,000","CHAGRIN FALLS, OH",06/06/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","RICHARDSON, TX",06/06/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","CHARLOTTE, NC",06/06/2022,10/01/2022
SHARK ANALYTICS LLC,DATA ENGINEER,"90,000","NASHVILLE, TN",06/08/2022,10/01/2022
BRUHAT TECHNOLOGIES INC,DATA ENGINEER,"90,000","IRVING, TX",06/08/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","HOUSTON, TX",06/09/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","IRVING, TX",06/09/2022,10/01/2022
TEKORION INC,DATA ENGINEER,"90,000","IRVING, TX",06/09/2022,10/01/2022
SMARTTRAK LLC,DATA ENGINEER,"90,000","HOLLY SPRINGS, NC",06/09/2022,10/01/2022
SMARTTRAK LLC,DATA ENGINEER,"90,000","HOLLY SPRINGS, NC",06/09/2022,10/01/2022
AHTAP LLC,DATA ENGINEER,"90,000","MIAMI, FL",06/10/2022,10/01/2022
RELIABLE SOFTWARE RESOURCES,DATA ENGINEER,"90,000","RICHMOND, VA",06/10/2022,06/27/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","HOUSTON, TX",06/11/2022,10/01/2022
CORUS SOFT INC,DATA ENGINEER,"90,000","CHARLOTTE, NC",06/13/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","TEMPE, AZ",06/13/2022,10/01/2022
SRIVIN INFOSYSTEMS INC,DATA ENGINEER,"90,000","HICKSVILLE, NY",06/14/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","DALLAS, TX",06/14/2022,10/01/2022
IVOYANT LLC,DATA ENGINEER,"90,000","ATLANTA, GA",06/15/2022,10/01/2022
WISEN IT AMERICA LLC,DATA ENGINEER,"90,000","DALLAS, TX",06/15/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"90,000","ALLENTOWN, PA",06/15/2022,10/01/2022
HASHGEN TECHNOLOGIES INC,DATA ENGINEER,"90,000","SALT LAKE CITY, UT",06/16/2022,10/01/2022
PRODIGITALWORX INC,DATA ENGINEER,"90,000","PLANO, TX",06/16/2022,10/01/2022
VERIDIC SOLUTIONS LLC,DATA ENGINEER,"90,000","DALLAS, TX",06/17/2022,10/01/2022
WISEN IT AMERICA LLC,DATA ENGINEER,"90,000","FARMERS BRANCH, TX",06/17/2022,10/01/2022
CINCINNATI CHILDREN'S HOSPITAL ME,DATA ENGINEER,"90,002","CINCINNATI, OH",05/20/2022,08/12/2022
SVATS INC,DATA ENGINEER,"90,022","GRAND RAPIDS, MI",03/23/2022,04/01/2022
HARTFORD FIRE INSURANCE COMPANY,DATA ENGINEER,"90,320","CHARLOTTE, NC",02/11/2022,03/01/2022
SSTECH LLC,DATA ENGINEER,"90,397","CHICAGO, IL",04/09/2022,10/01/2022
SNOWSTACK LLC,DATA ENGINEER,"90,397","BUFFALO GROVE, IL",04/16/2022,04/22/2022
INNOVATIVE CONSULTING SOLUTIONS L,DATA ENGINEER,"90,397","SCHAUMBURG,, IL",04/16/2022,10/01/2022
EXPEDIA INC,DATA ENGINEER,"90,397","CHICAGO, IL",03/03/2022,03/08/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",04/21/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",04/21/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",04/21/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",04/21/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",04/21/2022,10/01/2022
INNOVATIVE CONSULTING SOLUTIONS L,DATA ENGINEER,"90,397","SCHAUMBURG, IL",04/22/2022,10/01/2022
INNOVATIVE CONSULTING SOLUTIONS L,DATA ENGINEER,"90,397","SCHAUMBURG, IL",04/22/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/16/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/16/2022,10/01/2022
VERINON TECHNOLOGY SOLUTIONS LTD,DATA ENGINEER,"90,397","ARLINGTON HEIGHTS, IL",05/19/2022,10/01/2022
VERINON TECHNOLOGY SOLUTIONS LTD,DATA ENGINEER,"90,397","ARLINGTON HEIGHTS, IL",05/19/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/23/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/25/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS,, IL",05/25/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/25/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/25/2022,10/01/2022
BRIDGE GROUP LLC,DATA ENGINEER,"90,397","ROLLING MEADOWS, IL",05/25/2022,10/01/2022
CONCURRENCY INC,DATA ENGINEER,"90,397","BROOKFIELD, WI",05/26/2022,09/16/2022
ENTMATRIX INC,DATA ENGINEER,"90,397","TEMPE, AZ",06/07/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"90,397","CHICAGO, IL",06/09/2022,10/01/2022
SAGE IT INC,DATA ENGINEER,"90,397","CHICAGO, IL",06/09/2022,10/01/2022
STAR INFRA SOLUTIONS INC,DATA ENGINEER,"90,397","NAPERVILLE, IL",06/12/2022,10/01/2022
NTECH INTERNATIONAL LLC,DATA ENGINEER,"90,397","VERNON HILLS, IL",06/15/2022,06/23/2022
AMGEN INC,DATA ENGINEER,"90,480","TAMPA, FL",02/15/2022,08/03/2022
CODE TECH INC,DATA ENGINEER,"90,500","MEDFORD, OR",02/08/2022,02/08/2022
LIBSYS INC,DATA ENGINEER,"90,500","WARRENVILLE, IL",05/12/2022,10/01/2022
MARVELOUS TECHNOLOGIES INC,DATA ENGINEER,"90,500","GURNEE, IL",05/17/2022,10/01/2022
UNIFIED TECH GROUP INC,DATA ENGINEER,"90,500","CHICAGO, IL",06/01/2022,10/01/2022
S4 CONSULTANTS INC,DATA ENGINEER,"90,500","CHICAGO, IL",06/20/2022,10/01/2022
HOLLERITH IT SOLUTIONS LLC,DATA ENGINEER,"90,522","HOUSTON, TX",12/15/2022,12/19/2022
DATAQUAD INC,DATA ENGINEER,"90,650","MINNEAPOLIS, MN",10/27/2022,10/27/2022
DATAQUAD INC,DATA ENGINEER,"90,659","MINNEAPOLIS, MN",06/17/2022,10/01/2022
INDIANA UNIVERSITY,DATA ENGINEER,"90,688","BLOOMINGTON, IN",06/07/2022,06/07/2022
QLYTIX INC,DATA ENGINEER,"90,730","GREENSBORO, NC",07/22/2022,08/01/2022
VISION IT USA INC,DATA ENGINEER,"90,750","HARTFORD, CT",04/12/2022,10/01/2022
EXPEDIA INC,DATA ENGINEER,"90,750","AUSTIN, TX",02/24/2022,03/08/2022
EXPEDIA INC,DATA ENGINEER,"90,750","AUSTIN, TX",02/24/2022,08/23/2022
CASPEX CORP,DATA ENGINEER,"90,750","AUSTIN, TX",05/18/2022,10/01/2022
AVANT SYSTEMS INC,DATA ENGINEER,"90,750","AUSTIN, TX",06/03/2022,10/01/2022
NESTOR TECHNOLOGIES INC,DATA ENGINEER,"90,750","CHARLOTTE, NC",06/07/2022,10/01/2022
SAMPRASOFT LLC,DATA ENGINEER,"90,750","HUTTO, TX",06/09/2022,10/01/2022
RH TECHNOLOGIES INC,DATA ENGINEER,"90,750","AUSTIN, TX",06/16/2022,10/01/2022
FRANKLIN INFOTECH INC,DATA ENGINEER,"90,750","CEDAR PARK, TX",06/20/2022,10/01/2022
THE UNIVERSITY OF CHICAGO,DATA ENGINEER,"90,750","CHICAGO, IL",06/22/2022,07/01/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"90,917","SAN ANTONIO, TX",03/09/2022,04/08/2022
HORIZON SOFT SOLUTIONS INC,DATA ENGINEER,"90,917","SAN ANTONIO, TX",04/21/2022,04/25/2022
IBM CORPORATION,DATA ENGINEER,"90,917","SAN ANTONIO, TX",05/25/2022,10/01/2022
PACTERA TECHNOLOGIES INC,DATA ENGINEER,"91,000","REDMOND, WA",10/14/2022,12/01/2022
IDEXCEL INC,DATA ENGINEER,"91,000","AUSTIN, TX",04/18/2022,04/25/2022
STELLAR IT SOLUTIONS LLC,DATA ENGINEER,"91,000","LAS VEGAS, NV",09/06/2022,09/06/2022
UNIFIED TECH GROUP INC,DATA ENGINEER,"91,000","CHICAGO, IL",05/02/2022,10/01/2022
ACLAT INC,DATA ENGINEER,"91,000","NAPERVILLE, IL",05/06/2022,10/01/2022
CLOUD CENTRIC INC,DATA ENGINEER,"91,000","IRVING, TX",05/14/2022,10/01/2022
TECHSUFFICE LLC,DATA ENGINEER,"91,000","ARLINGTON HEIGHTS, IL",05/25/2022,10/01/2022
TECHSUFFICE LLC,DATA ENGINEER,"91,000","ARLINGTON HEIGHTS, IL",05/25/2022,10/01/2022
L & T TECH SOLUTIONS INC,DATA ENGINEER,"91,000","NORTHBROOK, IL",06/14/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"91,000","NORTH CHICAGO, IL",06/17/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"91,000","WAUKEGAN, IL",06/17/2022,10/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"91,000","WAUKEGAN, IL",06/17/2022,10/01/2022
AETNA RESOURCES LLC,DATA ENGINEER,"91,125","PISCATAWAY, NJ",11/08/2022,11/18/2022
MOBISOCIAL INC,DATA ENGINEER,"91,125","SAN FRANCISCO, CA",03/11/2022,06/01/2022
AETNA RESOURCES LLC,DATA ENGINEER,"91,125","HARTFORD, CT",04/08/2022,10/01/2022
AETNA RESOURCES LLC,DATA ENGINEER,"91,125","PISCATAWAY, NJ",11/08/2022,11/18/2022
AMICUS GLOBAL IT INC,DATA ENGINEER,"91,125","DUBLIN, CA",05/09/2022,10/01/2022
ALIPAY US INC,DATA ENGINEER,"91,200","SUNNYVALE, CA",03/23/2022,09/14/2022
TECHSUFFICE LLC,DATA ENGINEER,"91,200","ARLINGTON HEIGHTS, IL",05/25/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"91,250","OVERLAND PARK, KS",04/26/2022,09/17/2022
VTECHINFO INC,DATA ENGINEER,"91,312","AUSTIN, TX",05/11/2022,10/01/2022
DPR SOLUTIONS INC,DATA ENGINEER,"91,333","GALVESTON, TX",08/18/2022,08/18/2022
AMGEN INC,DATA ENGINEER,"91,385","TAMPA, FL",05/04/2022,10/01/2022
UNIFIED TECH GROUP INC,DATA ENGINEER,"91,397","CHICAGO, IL",05/06/2022,10/01/2022
CITIUSTECH INC,DATA ENGINEER,"91,500","JACKSONVILLE, FL",09/12/2022,09/20/2022
SANN IT SOLUTIONS INC,DATA ENGINEER,"91,520","WOONSOCKET, RI",04/07/2022,04/07/2022
MEIJER GREAT LAKES LIMITED PARTNE,DATA ENGINEER,"91,582","GRAND RAPIDS, MI",07/11/2022,11/21/2022
MSX INTERNATIONAL RNS LLC,DATA ENGINEER,"91,749","SOUTHFIELD, MI",03/02/2022,03/14/2022
NEW BALANCE ATHLETICS INC,DATA ENGINEER,"91,800","CHARLOTTE, NC",05/27/2022,10/01/2022
SACROSANCTINFO LLC,DATA ENGINEER,"91,874","SAN ANTONIO, TX",06/09/2022,10/01/2022
MINISOFT TECHNOLOGIES LLC,DATA ENGINEER,"92,000","KATY, TX",08/19/2022,10/01/2022
MINISOFT TECHNOLOGIES LLC,DATA ENGINEER,"92,000","LEANDER, TX",03/15/2022,03/23/2022
INSPIRIX TECHNOLOGIES LLC,DATA ENGINEER,"92,000","SAN FRANCISO, CA",04/26/2022,04/27/2022
ZUVEN TECHNOLOGIES INC,DATA ENGINEER,"92,040","GEORGETOWN, TX",12/07/2022,12/08/2022
EXPEDIA INC,DATA ENGINEER,"92,040","AUSTIN, TX",12/05/2022,01/02/2023
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"92,040","PFLUGERVILLE, TX",12/02/2022,12/05/2022
EXCELON SOLUTIONS INC,DATA ENGINEER,"92,040","LEANDER, TX",12/02/2022,12/12/2022
EXCELON SOLUTIONS LLC,DATA ENGINEER,"92,040","LEANDER, TX",12/04/2022,12/12/2022
EXPEDIA INC,DATA ENGINEER,"92,040","AUSTIN, TX",12/14/2022,12/26/2022
ITAMERICA INC,DATA ENGINEER,"92,082","WEST CHESTER, PA",02/24/2022,03/03/2022
DECISION SIX INC,DATA ENGINEER,"92,082","WEST CHESTER, PA",04/20/2022,10/01/2022
SIGNATURE COMMERCIAL SOLUTIONS LL,DATA ENGINEER,"92,082","WILMINGTON, DE",04/23/2022,10/01/2022
ITIS PRO GROUP LLC,DATA ENGINEER,"92,082","MOUNT LAUREL, NJ",04/25/2022,04/25/2022
PALAYEKAR COMPANIES INC,DATA ENGINEER,"92,082","WILMINGTON, DE",05/25/2022,10/01/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"92,082","DOWNINGTOWN, PA",06/08/2022,10/01/2022
TEKINVADERZ LLC,DATA ENGINEER,"92,102","AUSTIN, TX",04/07/2022,10/01/2022
IBM CORPORATION,DATA ENGINEER,"92,144","ATLANTA, GA",11/04/2022,11/11/2022
SNOWSTACK LLC,DATA ENGINEER,"92,290","EDEN PRAIRIE, MN",01/14/2022,01/19/2022
OAK TECHNOLOGIES INC,DATA ENGINEER,"92,300","MINNEAPOLIS, MN",05/24/2022,10/01/2022
US BORAX INC,DATA ENGINEER,"92,352","BORON, CA",09/27/2022,10/15/2022
LAKSAN TECHNOLOGIES LLC,DATA ENGINEER,"92,500","HILLSBORO, OR",02/04/2022,03/01/2022
ANTRA INC,DATA ENGINEER,"92,500","EDEN PRAIRIE, MN",02/28/2022,03/14/2022
CERVELLO INC,DATA ENGINEER,"92,500","CHARLOTTE, NC",05/24/2022,10/01/2022
OPTUM SERVICES INC,DATA ENGINEER,"92,544","EDISON, NJ",01/26/2022,07/21/2022
HORIZON SOFT SOLUTIONS INC,DATA ENGINEER,"92,643","BENTONVILLE, AR",04/11/2022,10/01/2022
SMARTEDGE IT LLC,DATA ENGINEER,"92,685","HOUSTON, TX",08/15/2022,02/08/2023
GENUENT GLOBAL LLC,DATA ENGINEER,"92,685","HOUSTON, TX",01/20/2022,02/25/2022
STRATEGIC SYSTEMS INC,DATA ENGINEER,"92,685","HOUSTON, TX",03/01/2022,03/08/2022
TECH-LANCE SOLUTIONS INC,DATA ENGINEER,"92,685","HOUSTON, TX",05/06/2022,05/18/2022
MHK TECH INC,DATA ENGINEER,"92,685","PHILADELPHIA, PA",05/24/2022,06/01/2022
ZIRLEN TECHNOLOGIES INC,DATA ENGINEER,"92,685","HOUSTON, TX",06/04/2022,10/01/2022
AZEE SYSTEMS INC,DATA ENGINEER,"92,685","HOUSTON, TX",06/06/2022,10/01/2022
LATENTVIEW ANALYTICS CORPORATION,DATA ENGINEER,"92,685","HOUSTON, TX",06/08/2022,10/01/2022
STELLAR IT SOLUTIONS LLC,DATA ENGINEER,"92,685","LAS VEGAS, NV",06/18/2022,06/27/2022
NEUTRONIT INC,DATA ENGINEER,"92,685","SPRING, TX",06/23/2022,06/30/2022
WW INTERNATIONAL INC,DATA ENGINEER,"92,701","SAN FRANCISCO, CA",01/19/2022,01/22/2022
AETNA RESOURCES LLC,DATA ENGINEER,"92,709","NEW YORK, NY",04/08/2022,10/01/2022
OPTIMAL INC,DATA ENGINEER,"92,976","WEST DES MOINES, IA",01/05/2022,01/24/2022
SIGNATURE IT SOLUTIONS INC,DATA ENGINEER,"93,000","DEARBORN, MI",03/08/2022,03/08/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"93,000","PHILADELPHIA, PA",01/21/2022,02/01/2022
ANALYTICS9 SOLUTIONS INC,DATA ENGINEER,"93,000","PHILADELPHIA, PA",02/23/2022,03/07/2022
SATURN TECH LLC,DATA ENGINEER,"93,000","KATY, TX",04/29/2022,10/01/2022
9DOTS TECHNOLOGY INC,DATA ENGINEER,"93,000","KATY, TX",04/29/2022,10/01/2022
ADVANCED IT SOLUTIONS INC,DATA ENGINEER,"93,000","HOUSTON, TX",05/22/2022,10/01/2022
SUCHI ERP INC,DATA ENGINEER,"93,000","KATY, TX",06/01/2022,10/01/2022
SOURCEINFO TECH INC,DATA ENGINEER,"93,000","WILMINGTON, DE",06/07/2022,10/01/2022
ASPYRETECH INC,DATA ENGINEER,"93,000","ST. PETERS, MO",06/13/2022,10/01/2022
FUTUREMINDZ LLC,DATA ENGINEER,"93,000","HAMPSHIRE, IL",06/17/2022,10/01/2022
USDOT NETWORKS INC,DATA ENGINEER,"93,018","BEAVERTON, OR",01/06/2022,01/06/2022
OMNIDATA INSIGHTS,DATA ENGINEER,"93,018","PORTLAND, OR",02/04/2022,02/14/2022
HORIZON SOFT SOLUTIONS INC,DATA ENGINEER,"93,018","BEAVERTON, OR",06/03/2022,10/01/2022
DONATO TECHNOLOGIES INC,DATA ENGINEER,"93,018","HILLSBORO, OR",06/11/2022,08/22/2022
CYMA SYSTEMS INC,DATA ENGINEER,"93,100","BEAVERTON, OR",02/04/2022,02/04/2022
IBM CORPORATION,DATA ENGINEER,"93,142","PORTLAND, OR",06/21/2022,06/27/2022
IBM CORPORATION,DATA ENGINEER,"93,142","PORTLAND, OR",06/21/2022,06/27/2022
NXP USA INC,DATA ENGINEER,"93,215","CHANDLER, AZ",05/25/2022,09/03/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"93,362","COLUMBUS, OH",11/28/2022,12/16/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"93,362","COLUMBUS, OH",12/02/2022,12/16/2022
IBM CORPORATION,DATA ENGINEER,"93,362","COLUMBUS, OH",09/09/2022,09/29/2022
W/H/I/P SYSTEMS LLC,DATA ENGINEER,"93,500","BEAVERTON, OR",05/11/2022,05/11/2022
SKILL VOICE INC,DATA ENGINEER,"93,538","PHOENIX, AZ",03/09/2022,03/09/2022
LOTUSDATA LLP,DATA ENGINEER,"93,600","AUSTIN, TX",07/18/2022,07/26/2022
SYNGENTA CROP PROTECTION LLC,DATA ENGINEER,"93,600","DURHAM, NC",04/25/2022,10/01/2022
CISCO SYSTEMS INC,DATA ENGINEER,"93,600","HOMEWOOD, AL",05/09/2022,05/15/2022
AETNA RESOURCES LLC,DATA ENGINEER,"93,738","THE WOODLANDS, TX",08/25/2022,10/01/2022
DISCOVERY COMMUNICATIONS LLC,DATA ENGINEER,"93,870","STERLING, VA",02/28/2022,03/21/2022
INTERNATIONAL BUSINESS MACHINES C,DATA ENGINEER,"93,870","DENVER, CO",04/26/2022,06/01/2022
DISCOVERY COMMUNICATIONS LLC,DATA ENGINEER,"93,870","STERLING, VA",04/28/2022,04/28/2022
FRONTIER IT SOLUTIONS INC,DATA ENGINEER,"93,870","STERLING, VA",06/12/2022,10/01/2022
S4 CONSULTANTS INC,DATA ENGINEER,"93,870","DENVER, CO",06/15/2022,10/01/2022
AETNA RESOURCES LLC,DATA ENGINEER,"94,000","WELLESLEY, MA",04/05/2022,10/01/2022
THE HARTFORD STEAM BOILER INSPECT,DATA ENGINEER,"94,000","HARTFORD, CT",03/02/2022,09/01/2022
NETSEC PROFESSIONALS CORPORATION,DATA ENGINEER,"94,000","PARKER, CO",05/24/2022,10/01/2022
PROKARMA INC,DATA ENGINEER,"94,000","BEAVERTON, OR",06/14/2022,10/01/2022
EXPEDIA INC,DATA ENGINEER,"94,016","CHICAGO, IL",12/22/2022,12/22/2022
DIGITALIS INC,DATA ENGINEER,"94,016","NAPERVILLE, IL",07/29/2022,08/05/2022
EXPEDIA INC,DATA ENGINEER,"94,016","CHICAGO, IL",10/21/2022,11/02/2022
CUBOID LLC,DATA ENGINEER,"94,016","GREENWOOD VILLAGE, CO",05/06/2022,10/01/2022
EXPEDIA INC,DATA ENGINEER,"94,016","CHICAGO, IL",12/22/2022,12/22/2022
WB SOLUTIONS LLC,DATA ENGINEER,"94,037","PLANO, TX",06/30/2022,07/11/2022
APPLAB SYSTEMS INC,DATA ENGINEER,"94,037","PLANO, TX",03/08/2022,03/17/2022
SKILL VOICE INC,DATA ENGINEER,"94,037","PLANO, TX",03/09/2022,03/09/2022
RED HAT INC,DATA ENGINEER,"94,037","PLANO, TX",03/10/2022,09/02/2022
VITOSHA INC,DATA ENGINEER,"94,037","PLANO, TX",03/22/2022,03/29/2022
CLOUD NINE TEK LLC,DATA ENGINEER,"94,037","COLUMBUS, OH",03/24/2022,03/30/2022
EXCELON SOLUTIONS LLC,DATA ENGINEER,"94,037","DENTON, TX",04/04/2022,10/01/2022
OMNI SOURCING INC,DATA ENGINEER,"94,037","RICHARDSON, TX",04/04/2022,04/12/2022
ADVANTAGE IT INC,DATA ENGINEER,"94,037","ARLINGTON, TX",04/06/2022,04/11/2022
VALOURUSA INC,DATA ENGINEER,"94,037","IRVING, TX",04/08/2022,04/14/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"94,037","IRVING, TX",04/12/2022,10/01/2022
ZENSOFT LLC,DATA ENGINEER,"94,037","IRVING, TX",04/14/2022,04/25/2022
EDGE CLOUD TECHNOLOGIES INC,DATA ENGINEER,"94,037","PLANO, TX",04/15/2022,10/01/2022
EDGE CLOUD TECHNOLOGIES INC,DATA ENGINEER,"94,037","PLANO, TX",04/18/2022,10/01/2022
CLOUD INFRA IT SOLUTIONS INC,DATA ENGINEER,"94,037","PLANO, TX",04/18/2022,10/01/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"94,037","RICHARDSON, TX",04/19/2022,10/01/2022
PHOTON INFOTECH INC,DATA ENGINEER,"94,037","DALLAS, TX",01/04/2022,01/11/2022
OMNI SOURCING INC,DATA ENGINEER,"94,037","IRVING, TX",01/05/2022,01/13/2022
EQUINOX IT SOLUTIONS LLC,DATA ENGINEER,"94,037","DALLAS, TX",01/14/2022,01/20/2022
EQUINOX IT SOLUTIONS LLC,DATA ENGINEER,"94,037","DALLAS, TX",01/17/2022,01/17/2022
REDBUD TECHNOLOGIES INC,DATA ENGINEER,"94,037","BEAVERTON, OR",01/17/2022,01/24/2022
TECHSTAR CONSULTINGINC,DATA ENGINEER,"94,037","IRVING, TX",01/18/2022,01/18/2022
IQUEST SOLUTIONS CORP,DATA ENGINEER,"94,037","ALLEN, TX",01/19/2022,01/26/2022
CAPRUS IT INC,DATA ENGINEER,"94,037","BEAVERTON, OR",01/21/2022,01/31/2022
APPLABSYSYTEMS INC,DATA ENGINEER,"94,037","PLANO, TX",01/25/2022,02/02/2022
D3 SOLUTIONS INC,DATA ENGINEER,"94,037","ALLEN, TX",01/26/2022,01/31/2022
SVS TECHNOLOGIES LIMITED,DATA ENGINEER,"94,037","SOUTHLAKE, TX",02/02/2022,02/21/2022
TECHNIPROS LLC,DATA ENGINEER,"94,037","PLANO, TX",02/07/2022,03/01/2022
MARVEL TECHNOLOGY SOLUTIONS INC,DATA ENGINEER,"94,037","ALLEN, TX",02/11/2022,02/21/2022
TEXASOFT IT SOLUTION INC,DATA ENGINEER,"94,037","PLANO, TX",06/30/2022,07/05/2022
VERANA HEALTH INC,DATA ENGINEER,"94,037","DALLAS, TX",04/21/2022,10/01/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"94,037","DENTON, TX",04/21/2022,10/01/2022
VALOURUSA INC,DATA ENGINEER,"94,037","IRVING, TX",04/23/2022,10/01/2022
VERANA HEALTH INC,DATA ENGINEER,"94,037","FARMERS BRANCH, TX",04/25/2022,10/01/2022
SIMARN LLC,DATA ENGINEER,"94,037","IRVING, TX",04/25/2022,08/26/2022
TAITCONSULTINGGROUP LLC,DATA ENGINEER,"94,037","ATLANTA, GA",04/26/2022,10/01/2022
EDGE CLOUD TECHNOLOGIES INC,DATA ENGINEER,"94,037","PLANO, TX",04/29/2022,10/01/2022
DONATO TECHNOLOGIES INC,DATA ENGINEER,"94,037","DALLAS, TX",04/29/2022,10/01/2022
DONATO TECHNOLOGIES INC,DATA ENGINEER,"94,037","DALLAS, TX",04/29/2022,10/01/2022
MINDSPACE INC,DATA ENGINEER,"94,037","PLANO, TX",04/29/2022,10/01/2022
DONATO TECHNOLOGIES INC,DATA ENGINEER,"94,037","DALLAS, TX",04/29/2022,10/01/2022
PRO SEVEN IT LLC,DATA ENGINEER,"94,037","DALLAS, TX",05/02/2022,10/01/2022
ADALITEK GROUP LLC,DATA ENGINEER,"94,037","RICHARDSON, TX",05/02/2022,05/02/2022
SSTECH LLC,DATA ENGINEER,"94,037","IRVING, TX",05/03/2022,10/01/2022
VISTA APPLIED SOLUTIONS GROUP INC,DATA ENGINEER,"94,037","LEWISVILLE, TX",05/04/2022,10/01/2022
TECHNO TASKS INC,DATA ENGINEER,"94,037","MCKINNEY, TX",05/04/2022,10/01/2022
INFO TRIANGLE TECHNOLOGIES INC,DATA ENGINEER,"94,037","PLANO, TX",05/04/2022,05/09/2022
XCELO GROUP INC,DATA ENGINEER,"94,037","IRVING, TX",05/05/2022,09/06/2022
